DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRSDepTime,DepartureDelay,DepDelay15,TaxiInTime,ArrivalDelay,CRSDuration,ActualDuration,ActualAirTime,DISTANCE,DepDelayOver15,ArrDelayOver15,DiffActualCRSDiration
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,71,1,4,70,113,112,88,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-1
31,1,3/31/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1005,-1,0,5,-15,119,105,91,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,0,0,6,-5,119,114,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,"","","","",115,"","",679,"","",""
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,10,0,9,20,121,131,96,679,Departure Delay 15 min or less,Arrival Delay more than 15 min,10
31,1,3/31/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",735,-6,0,5,-9,117,114,98,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1600,22,1,11,28,118,124,91,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,6
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1925,82,1,5,81,116,115,86,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-1
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-2,0,5,15,118,135,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,17
31,1,3/31/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-4,0,5,3,119,126,96,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1400,29,1,5,28,118,117,86,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-1
31,1,3/31/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,-11,0,8,-14,120,117,94,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
31,1,3/31/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1540,6,0,6,10,114,118,92,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
31,1,3/31/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-4,0,8,8,119,131,95,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,12
31,1,3/31/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,34,1,11,42,114,122,86,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,8
31,1,3/31/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,3,0,7,6,109,112,86,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
31,1,3/31/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1000,-13,0,6,-11,115,117,95,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
31,1,3/31/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2020,149,1,6,151,113,115,84,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,2
31,1,3/31/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",911,-1,0,4,-12,133,122,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
31,1,3/31/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1417,"","","","",132,"","",679,"","",""
31,1,3/31/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2107,143,1,4,126,130,113,86,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-17
31,1,3/31/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2019,9,0,8,-11,138,118,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-20
31,1,3/31/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1111,22,1,11,4,130,112,85,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-18
31,1,3/31/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2252,42,1,8,31,125,114,86,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
31,1,3/31/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1905,121,1,9,106,128,113,85,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-15
31,1,3/31/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",830,-3,0,8,-12,130,121,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
31,1,3/31/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,0,0,7,0,120,120,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
31,1,3/31/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,11,0,9,7,120,116,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
31,1,3/31/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,117,1,12,105,125,113,86,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-12
31,1,3/31/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2025,1,0,8,-5,120,114,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
31,1,3/31/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1555,39,1,5,28,110,99,89,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
31,1,3/31/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",910,-2,0,9,-8,120,114,95,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
31,1,3/31/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",630,-5,0,5,-10,120,115,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
31,1,3/31/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",2050,81,1,5,72,115,106,88,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,-9
31,1,3/31/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1150,13,0,8,7,115,109,88,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
31,1,3/31/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1925,59,1,9,48,115,104,87,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
31,1,3/31/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2120,38,1,4,20,120,102,91,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-18
31,1,3/31/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",830,7,0,5,-9,120,104,93,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,9,0,4,12,113,116,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
1,2,4/1/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1005,-5,0,6,-18,119,106,93,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,45,1,6,56,119,130,93,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,11
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,"","","","",115,"","",679,"","",""
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,59,1,8,54,121,116,92,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-5
1,2,4/1/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",735,-8,0,5,-16,117,109,92,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1600,"","","","",118,"","",679,"","",""
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1925,132,1,4,143,116,127,99,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,11
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-8,0,4,8,118,134,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,16
1,2,4/1/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-4,0,5,-9,119,114,94,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1400,79,1,5,72,118,111,90,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-7
1,2,4/1/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,7,0,6,0,120,113,98,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
1,2,4/1/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1725,"","","","",124,"","",697,"","",""
1,2,4/1/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1540,21,1,7,18,114,111,96,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-3
1,2,4/1/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,2,0,5,-8,119,109,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
1,2,4/1/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,2,0,7,10,114,122,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,8
1,2,4/1/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,-3,0,5,-3,109,109,91,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
1,2,4/1/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1000,-4,0,6,-6,115,113,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
1,2,4/1/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2020,"","","","",113,"","",679,"","",""
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1538,158,1,7,140,131,113,89,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-18
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,39,1,8,28,131,120,89,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1937,0,0,9,-10,137,127,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1323,107,1,7,85,132,110,89,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-22
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1645,42,1,10,30,133,121,91,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-12
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2233,48,1,7,36,127,115,93,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-12
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,26,1,11,6,130,110,91,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-20
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",746,-1,0,5,-1,131,131,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2058,16,1,6,9,126,119,95,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-7
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",600,0,0,10,-4,131,127,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
1,2,4/1/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-3,0,7,-16,131,118,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
1,2,4/1/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-3,0,9,-4,120,119,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
1,2,4/1/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-5,0,10,4,120,129,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
1,2,4/1/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,"","","","",125,"","",679,"","",""
1,2,4/1/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2025,14,0,11,15,120,121,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
1,2,4/1/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1555,47,1,6,51,110,114,94,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,4
1,2,4/1/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",910,2,0,5,3,120,121,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
1,2,4/1/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",630,-2,0,7,-14,120,108,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
1,2,4/1/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",2050,24,1,4,19,115,110,96,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,-5
1,2,4/1/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1150,39,1,6,29,115,105,89,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,-10
1,2,4/1/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1925,43,1,9,45,115,117,93,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,2
1,2,4/1/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2120,30,1,4,22,120,112,99,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-8
1,2,4/1/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",830,-1,0,6,-10,120,111,94,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-10,0,5,0,113,123,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,10
2,3,4/2/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1005,1,0,11,18,119,136,109,697,Departure Delay 15 min or less,Arrival Delay more than 15 min,17
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,-3,0,6,6,119,128,105,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,-3,0,5,-3,115,115,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,5,0,6,6,121,122,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
2,3,4/2/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",735,0,0,5,4,117,121,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1600,-9,0,5,-7,118,120,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1925,4,0,7,3,116,115,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-3,0,5,6,118,127,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
2,3,4/2/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-15,0,7,-4,119,130,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,11
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1400,-6,0,7,-4,118,120,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
2,3,4/2/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,17,1,7,16,120,119,104,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-1
2,3,4/2/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1930,-6,0,4,-6,124,124,112,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
2,3,4/2/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1540,-7,0,7,2,114,123,107,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
2,3,4/2/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-10,0,6,-2,119,127,100,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,8
2,3,4/2/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-8,0,6,-9,114,113,100,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
2,3,4/2/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,-11,0,7,-6,109,114,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
2,3,4/2/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1000,0,0,10,6,115,121,102,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
2,3,4/2/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2020,-5,0,4,-2,113,116,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",600,-4,0,7,-4,131,131,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-5,0,5,-3,131,133,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2058,-9,0,7,-12,125,122,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1538,-5,0,4,-17,131,119,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1937,-8,0,7,-14,137,131,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1327,-3,0,5,-11,133,125,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1645,-3,0,12,-6,133,130,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,43,1,4,32,131,120,102,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,4,0,8,4,130,130,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",746,-6,0,6,-11,131,126,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
2,3,4/2/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2233,-2,0,6,-11,127,118,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
2,3,4/2/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,2,0,4,-1,120,117,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
2,3,4/2/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-3,0,8,0,120,123,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
2,3,4/2/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-9,0,4,-23,125,111,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
2,3,4/2/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2025,-8,0,3,-12,120,116,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
2,3,4/2/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1555,45,1,5,47,110,112,100,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,2
2,3,4/2/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",910,-3,0,15,5,120,128,102,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,8
2,3,4/2/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",630,-3,0,5,-11,120,112,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
2,3,4/2/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",2050,1,0,4,-5,115,109,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
2,3,4/2/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1150,3,0,5,0,115,112,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
2,3,4/2/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1925,40,1,6,39,115,114,99,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,-1
2,3,4/2/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2120,178,1,3,172,120,114,98,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-6
2,3,4/2/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",830,0,0,6,2,120,122,107,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
3,4,4/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1725,0,0,8,-7,124,117,101,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-10,0,10,-4,113,119,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
3,4,4/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1005,-14,0,6,-21,119,112,95,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,-10,0,3,-18,119,111,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,-8,0,6,-9,115,114,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-6,0,7,-9,121,118,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
3,4,4/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",735,-6,0,6,-1,117,122,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1600,-4,0,4,10,118,132,113,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,14
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1925,1,0,7,0,116,115,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,75,1,5,70,118,113,93,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-5
3,4,4/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-13,0,5,-12,119,120,98,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1400,-6,0,6,-2,118,122,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
3,4,4/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,-9,0,9,-8,120,121,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
3,4,4/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1540,2,0,9,7,114,119,100,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
3,4,4/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-4,0,8,-12,119,111,89,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
3,4,4/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,12,0,10,16,114,118,91,671,Departure Delay 15 min or less,Arrival Delay more than 15 min,4
3,4,4/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,-4,0,5,-6,109,107,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
3,4,4/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1000,-12,0,7,-17,115,110,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
3,4,4/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2020,31,1,9,37,113,119,94,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,6
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",600,22,1,6,6,131,115,92,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-16
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-4,0,5,-12,131,123,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2233,0,0,5,-19,126,107,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-19
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1538,-5,0,9,-13,131,123,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1937,-4,0,4,-27,137,114,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-23
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1327,-3,0,6,-14,133,122,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1645,15,1,8,-5,133,113,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-20
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,-5,0,4,-11,131,125,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2058,25,1,8,11,126,112,91,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-14
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,2,0,11,-7,130,121,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
3,4,4/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",746,106,1,8,86,131,111,89,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-20
3,4,4/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-1,0,4,-5,120,116,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
3,4,4/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-3,0,8,-10,120,113,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
3,4,4/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,3,0,6,-6,125,116,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
3,4,4/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2025,34,1,9,38,120,124,97,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,4
3,4,4/3/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2120,4,0,4,-4,120,112,100,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
