DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRSDepTime,DepartureDelay,DepDelay15,TaxiInTime,ArrivalDelay,CRSDuration,ActualDuration,ActualAirTime,DISTANCE,DepDelayOver15,ArrDelayOver15,DiffActualCRSDiration
3,1,3/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1435,-6,0,4,-12,125,119,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
3,1,3/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,1,0,6,-6,122,115,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
3,1,3/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-9,0,5,4,120,133,111,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,13
3,1,3/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,40,1,5,41,120,121,103,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,1
3,1,3/3/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-7,0,4,-13,120,114,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
3,1,3/3/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,156,1,5,145,125,114,101,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-11
3,1,3/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-6,0,3,-10,119,115,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
3,1,3/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-3,0,3,-5,114,112,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
3,1,3/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,-5,0,5,-15,120,110,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
3,1,3/3/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-2,0,11,0,115,117,99,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
3,1,3/3/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",904,20,1,8,12,130,122,95,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-8
3,1,3/3/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1424,-8,0,6,-17,131,122,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
3,1,3/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",630,1,0,7,-6,133,126,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
3,1,3/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",803,-5,0,5,-16,131,120,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
3,1,3/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,-2,0,6,-12,130,120,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
3,1,3/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2256,12,0,5,27,123,138,100,679,Departure Delay 15 min or less,Arrival Delay more than 15 min,15
3,1,3/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1926,-8,0,6,-3,130,135,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
3,1,3/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1607,-2,0,5,-18,127,111,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
3,1,3/3/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2108,3,0,6,-9,131,119,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
3,1,3/3/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1740,-1,0,6,-2,115,114,100,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
3,1,3/3/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1840,4,0,6,-15,130,111,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-19
3,1,3/3/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1410,11,0,5,0,120,109,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
3,1,3/3/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1210,3,0,7,-4,120,113,100,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
3,1,3/3/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,-2,0,6,-3,120,119,99,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
3,1,3/3/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2135,104,1,4,90,135,121,109,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-14
3,1,3/3/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",825,-6,0,9,-9,130,127,107,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
3,1,3/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-2,0,5,-3,120,119,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
3,1,3/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1205,1,0,3,-7,120,112,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
3,1,3/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-5,0,5,-15,125,115,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
3,1,3/3/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2005,-6,0,6,1,120,127,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
4,2,3/4/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-8,0,4,-15,116,109,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
4,2,3/4/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,-10,0,8,11,120,141,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,21
4,2,3/4/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,7,0,6,2,125,120,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
4,2,3/4/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1950,-9,0,9,-11,117,115,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
4,2,3/4/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,-3,0,5,-2,118,119,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
4,2,3/4/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1435,-8,0,5,-7,125,126,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
4,2,3/4/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,29,1,6,23,122,116,100,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-6
4,2,3/4/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-1,0,7,9,120,130,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,10
4,2,3/4/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,-3,0,7,-3,120,120,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
4,2,3/4/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-12,0,6,-6,120,126,110,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
4,2,3/4/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-10,0,5,-4,120,126,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
4,2,3/4/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,-7,0,8,-5,125,127,106,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
4,2,3/4/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-2,0,5,1,119,122,100,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
4,2,3/4/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,21,1,9,22,114,115,97,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,1
4,2,3/4/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,-5,0,6,-14,120,111,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
4,2,3/4/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-9,0,7,-12,115,112,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
4,2,3/4/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",904,2,0,10,9,130,137,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
4,2,3/4/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1424,-3,0,5,-15,131,119,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
4,2,3/4/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",630,-5,0,10,-4,133,134,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
4,2,3/4/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",803,-5,0,6,-9,131,127,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
4,2,3/4/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,123,1,5,108,130,115,96,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-15
4,2,3/4/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2256,-6,0,6,-8,123,121,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
4,2,3/4/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1926,2,0,8,5,130,133,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
4,2,3/4/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1607,8,0,6,-2,127,117,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
4,2,3/4/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2057,-4,0,8,-18,131,117,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
4,2,3/4/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2135,29,1,5,11,135,117,103,697,Departure Delay more than 15 min,Arrival Delay 15 min or less,-18
4,2,3/4/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",825,-7,0,6,-12,130,125,109,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
4,2,3/4/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1740,-1,0,5,-7,115,109,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
4,2,3/4/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1840,20,1,7,7,130,117,100,671,Departure Delay more than 15 min,Arrival Delay 15 min or less,-13
4,2,3/4/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1410,1,0,7,-5,120,114,100,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
4,2,3/4/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1210,8,0,5,5,120,117,103,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
4,2,3/4/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,0,0,5,3,120,123,109,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
4,2,3/4/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-4,0,9,8,120,132,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,12
4,2,3/4/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1205,1,0,7,-3,120,116,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
4,2,3/4/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-1,0,8,-9,125,117,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
4,2,3/4/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2005,30,1,6,24,120,114,96,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-6
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,-9,0,7,-18,118,109,88,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1435,-12,0,4,-23,125,114,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-7,0,6,-11,122,118,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
5,3,3/5/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-9,0,7,-7,120,122,101,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
5,3,3/5/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,-4,0,3,-8,120,116,101,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
5,3,3/5/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-4,0,8,-3,120,121,97,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-10,0,5,-11,120,119,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
5,3,3/5/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,-6,0,9,-15,125,116,97,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
5,3,3/5/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-2,0,7,-11,119,110,95,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
5,3,3/5/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-1,0,9,0,114,115,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
5,3,3/5/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,-4,0,7,-15,120,109,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
5,3,3/5/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,-4,0,5,-11,115,108,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-11,0,6,-15,116,112,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
5,3,3/5/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,9,0,6,9,120,120,100,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,-6,0,5,-21,125,110,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-15
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1015,-14,0,7,-22,122,114,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
5,3,3/5/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1950,-3,0,6,5,117,125,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,8
5,3,3/5/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",904,10,0,5,2,130,122,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
5,3,3/5/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1424,-7,0,5,-25,131,113,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-18
5,3,3/5/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1926,2,0,8,-7,130,121,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
5,3,3/5/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2057,7,0,6,-1,129,121,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
5,3,3/5/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1607,10,0,8,11,127,128,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
5,3,3/5/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2256,24,1,6,11,125,112,91,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-13
5,3,3/5/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1740,13,0,9,6,115,108,91,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
5,3,3/5/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1840,24,1,7,1,130,107,93,671,Departure Delay more than 15 min,Arrival Delay 15 min or less,-23
5,3,3/5/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1410,8,0,5,-6,120,106,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
5,3,3/5/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1210,3,0,7,-5,120,112,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
5,3,3/5/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,0,0,5,-11,120,109,95,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
5,3,3/5/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",630,-8,0,7,-15,133,126,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
5,3,3/5/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",803,-5,0,8,-6,131,130,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
5,3,3/5/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,-1,0,9,-13,130,118,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
5,3,3/5/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-6,0,6,-8,120,118,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
5,3,3/5/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1205,-5,0,5,-5,120,120,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
5,3,3/5/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-3,0,5,-13,125,115,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
5,3,3/5/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2005,64,1,5,70,120,126,92,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,6
5,3,3/5/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2135,37,1,4,17,135,115,101,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-20
5,3,3/5/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",825,-4,0,6,-21,130,113,100,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-17
6,4,3/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,-5,0,7,-1,120,124,105,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,5,0,7,12,116,123,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
6,4,3/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,-4,0,7,1,120,125,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,-10,0,4,-26,125,109,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1015,-14,0,4,-28,122,108,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1950,4,0,7,5,117,118,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,-3,0,8,9,118,130,107,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,12
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1435,-8,0,7,-6,125,127,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-12,0,4,-24,122,110,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
6,4,3/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-13,0,10,-12,120,121,96,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
6,4,3/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-8,0,6,-10,120,118,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
6,4,3/6/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-6,0,6,-15,120,111,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
6,4,3/6/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,-8,0,7,-17,125,116,99,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
6,4,3/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-9,0,4,-21,119,107,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
6,4,3/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,127,1,3,131,114,118,108,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,4
6,4,3/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1250,3,0,7,-4,120,113,95,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
6,4,3/6/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",955,"","","","",115,"","",671,"","",""
6,4,3/6/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",911,11,0,5,24,133,146,103,679,Departure Delay 15 min or less,Arrival Delay more than 15 min,13
6,4,3/6/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1417,11,0,5,-4,132,117,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-15
6,4,3/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,3,0,5,-14,133,116,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-17
6,4,3/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2107,5,0,9,5,130,130,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
6,4,3/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2019,-5,0,9,-19,138,124,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
6,4,3/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1111,-1,0,8,-1,130,130,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
6,4,3/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",830,11,0,7,-1,130,118,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
6,4,3/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2252,19,1,5,22,125,128,104,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,3
6,4,3/6/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2135,27,1,4,24,135,132,119,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-3
6,4,3/6/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",825,-4,0,5,-20,130,114,100,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
6,4,3/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1740,5,0,5,-5,115,105,95,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
6,4,3/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1840,6,0,7,0,130,124,108,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
6,4,3/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1410,6,0,5,-9,120,105,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-15
6,4,3/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1210,144,1,5,152,120,128,103,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,8
6,4,3/6/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",855,0,0,4,-10,120,110,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
6,4,3/6/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1905,3,0,6,2,128,127,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
6,4,3/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,3,0,6,-2,120,115,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
6,4,3/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1205,-5,0,5,-7,120,118,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
6,4,3/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-7,0,6,-11,125,121,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
6,4,3/6/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2005,-3,0,5,1,120,124,110,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
7,5,3/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1720,-6,0,6,-9,120,117,101,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-8,0,5,-2,116,122,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
7,5,3/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1010,-9,0,8,-2,120,127,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,-8,0,4,-12,125,121,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1015,-14,0,10,-16,122,120,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1950,-3,0,7,3,117,123,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1730,-2,0,4,-6,118,114,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1435,-8,0,3,-16,125,117,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-3,0,7,1,122,126,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
7,5,3/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-14,0,4,-12,120,122,104,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
7,5,3/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1510,-12,0,4,-10,120,122,109,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
7,5,3/7/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-6,0,5,10,120,136,106,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,16
7,5,3/7/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,-4,0,5,-6,125,123,110,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
7,5,3/7/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-11,0,4,-12,119,118,102,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
7,5,3/7/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,-6,0,8,-7,114,113,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
