AGEP,SEX,WAGP,ESR,PERNP,PINCP,Major
69,Female,0,NotInLaborForce,0,4800,ELEMENTARY EDUCATION
49,Female,95000,Employed,95000,95000,BUSINESS MANAGEMENT AND ADMINISTRATION
32,Male,44000,Employed,44000,50300,BUSINESS MANAGEMENT AND ADMINISTRATION
49,Male,110000,Employed,110000,110400,COMPUTER SCIENCE
94,Female,0,NotInLaborForce,0,0,GENERAL EDUCATION
38,Female,504000,Employed,504000,504000,FAMILY AND CONSUMER SCIENCES
25,Female,15000,NotInLaborForce,15000,15000,SOCIOLOGY
57,Male,89000,Employed,89000,89000,BUSINESS MANAGEMENT AND ADMINISTRATION
57,Female,100000,Employed,100000,125000,ENGLISH LANGUAGE AND LITERATURE
61,Male,120000,UnEmployed,150000,152000,FILM VIDEO AND PHOTOGRAPHIC ARTS
63,Female,0,NotInLaborForce,0,20700,LIBERAL ARTS
42,Male,40000,Employed,40000,40000,BIOLOGY
24,Male,85000,Employed,85000,85000,NURSING
68,Female,75000,Employed,75000,79000,ART AND MUSIC EDUCATION
32,Female,0,NotInLaborForce,0,0,GENERAL BUSINESS
35,Male,44000,Employed,44000,44000,COMPUTER SCIENCE
71,Female,2200,NotInLaborForce,2200,368500,BUSINESS MANAGEMENT AND ADMINISTRATION
50,Female,0,NotInLaborForce,0,0,ELECTRICAL ENGINEERING
33,Female,12000,Employed,12200,12200,PHILOSOPHY AND RELIGIOUS STUDIES
49,Male,9000,Employed,12000,13000,FINE ARTS
27,Female,0,NotInLaborForce,0,0,LIBERAL ARTS
36,Male,0,UnEmployed,0,5000,ENGLISH LANGUAGE AND LITERATURE
69,Female,0,NotInLaborForce,0,0,ENGLISH LANGUAGE AND LITERATURE
28,Female,49500,Employed,49500,49500,PHYSICAL AND HEALTH EDUCATION TEACHING
64,Female,0,NotInLaborForce,0,35400,ACCOUNTING
45,Female,65000,Employed,65000,65000,NURSING
25,Male,26000,Employed,26000,26300,ENVIRONMENTAL SCIENCE
40,Female,60000,Employed,60000,60000,ADVERTISING AND PUBLIC RELATIONS
46,Female,290000,Employed,290000,302000,NURSING
25,Female,65000,Employed,71000,71000,BIOLOGY
24,Male,0,NotInLaborForce,0,6000,COMMERCIAL ART AND GRAPHIC DESIGN
33,Female,32000,Employed,32000,32000,BUSINESS MANAGEMENT AND ADMINISTRATION
47,Female,87000,Employed,87000,87000,MATHEMATICS
37,Female,100000,Employed,100000,100000,COMPUTER ENGINEERING
37,Female,32200,Employed,32200,32200,GENERAL EDUCATION
65,Female,0,NotInLaborForce,0,10700,NURSING
72,Male,0,NotInLaborForce,0,10000,BUSINESS MANAGEMENT AND ADMINISTRATION
44,Male,90000,Employed,90000,90000,CHEMICAL ENGINEERING
46,Male,160000,Employed,160000,161000,FINE ARTS
40,Female,2700,Employed,2700,2700,PSYCHOLOGY
69,Male,0,NotInLaborForce,0,87000,ENGLISH LANGUAGE AND LITERATURE
30,Male,40000,UnEmployed,40000,45400,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
32,Male,0,NotInLaborForce,0,0,ACCOUNTING
55,Female,65000,Employed,65000,65000,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
94,Female,0,NotInLaborForce,0,10900,NURSING
68,Male,0,NotInLaborForce,0,6000,FINANCE
73,Male,0,NotInLaborForce,0,20700,ANTHROPOLOGY AND ARCHEOLOGY
29,Male,24000,Employed,24000,34000,MINING AND MINERAL ENGINEERING
37,Female,46000,Employed,46000,46000,POLITICAL SCIENCE AND GOVERNMENT
46,Male,30000,Employed,30000,80000,JOURNALISM
54,Female,118000,Employed,121600,117800,NURSING
26,Male,48000,Employed,48000,48000,BIOLOGICAL ENGINEERING
36,Female,12000,Employed,12000,12000,GENERAL BUSINESS
34,Female,0,NotInLaborForce,0,0,SOCIOLOGY
26,Female,70000,Employed,70000,70000,PSYCHOLOGY
71,Male,0,NotInLaborForce,0,1900,GENERAL ENGINEERING
28,Female,49000,Employed,49000,49000,ACCOUNTING
66,Female,90000,Employed,90480,91480,COMMUNICATIONS
28,Male,48000,Employed,48000,48000,JOURNALISM
46,Male,126000,Employed,126000,126750,FINANCE
60,Female,0,NotInLaborForce,0,105000,BUSINESS MANAGEMENT AND ADMINISTRATION
28,Female,42500,Employed,42500,42500,COMMUNICATIONS
64,Female,80000,Employed,80000,80000,NURSING
59,Female,93000,Employed,93000,93000,ADVERTISING AND PUBLIC RELATIONS
61,Male,33900,Employed,53700,53700,ART HISTORY AND CRITICISM
56,Male,74000,Employed,74000,74000,INDUSTRIAL AND MANUFACTURING ENGINEERING
32,Male,55000,Employed,55000,55000,MUSIC
26,Male,25000,Employed,25000,25000,GENERAL BUSINESS
35,Female,0,NotInLaborForce,0,0,COMMERCIAL ART AND GRAPHIC DESIGN
47,Female,0,NotInLaborForce,0,0,ENGLISH LANGUAGE AND LITERATURE
38,Female,90000,Employed,90000,90000,FINANCE
83,Female,0,NotInLaborForce,0,7700,ENGLISH LANGUAGE AND LITERATURE
65,Male,0,NotInLaborForce,0,0,CRIMINAL JUSTICE AND FIRE PROTECTION
44,Female,0,NotInLaborForce,0,2000,NURSING
39,Male,37200,Employed,31400,31400,MUSIC
89,Female,0,NotInLaborForce,0,25900,NURSING
51,Male,117000,Employed,117000,117000,ELECTRICAL ENGINEERING
46,Female,0,Employed,15000,15000,STUDIO ARTS
73,Male,0,NotInLaborForce,0,37000,MULTI-DISCIPLINARY OR GENERAL SCIENCE
86,Male,0,NotInLaborForce,0,78000,BUSINESS MANAGEMENT AND ADMINISTRATION
23,Female,50000,Employed,50000,50000,COMMERCIAL ART AND GRAPHIC DESIGN
25,Male,70000,Employed,70000,70000,COMPUTER SCIENCE
75,Female,0,NotInLaborForce,0,25000,PSYCHOLOGY
28,Female,25000,Employed,25000,27400,LANGUAGE AND DRAMA EDUCATION
48,Male,90000,Employed,90000,90000,MECHANICAL ENGINEERING
36,Female,0,NotInLaborForce,0,0,GENERAL ENGINEERING
60,Male,79000,Employed,79000,79040,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
88,Female,0,NotInLaborForce,0,4600,MULTI-DISCIPLINARY OR GENERAL SCIENCE
61,Male,0,Employed,150000,150000,GENERAL EDUCATION
25,Male,18000,Employed,18000,18000,PHYSIOLOGY
26,Male,25000,Employed,25000,25000,ANTHROPOLOGY AND ARCHEOLOGY
29,Female,4800,NotInLaborForce,4800,4800,CRIMINAL JUSTICE AND FIRE PROTECTION
37,Female,45000,Employed,45000,45000,LIBERAL ARTS
34,Male,10000,Employed,10000,10000,BUSINESS MANAGEMENT AND ADMINISTRATION
57,Male,225000,Employed,225000,261000,GENERAL BUSINESS
67,Female,0,NotInLaborForce,0,80000,GEOGRAPHY
51,Male,75000,Employed,75000,76100,BUSINESS MANAGEMENT AND ADMINISTRATION
78,Female,0,NotInLaborForce,0,17400,MATHEMATICS
53,Male,70000,Employed,70000,64600,ELECTRICAL ENGINEERING
25,Male,50000,Employed,50000,50000,ACCOUNTING
39,Female,90000,Employed,90000,90000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
24,Male,17500,Employed,17500,17500,POLITICAL SCIENCE AND GOVERNMENT
59,Female,40300,Employed,40300,55000,LANGUAGE AND DRAMA EDUCATION
23,Female,21600,Employed,21600,21600,AREA ETHNIC AND CIVILIZATION STUDIES
65,Female,72000,Employed,72000,72000,PHYSICAL AND HEALTH EDUCATION TEACHING
38,Female,0,NotInLaborForce,0,0,ACCOUNTING
23,Male,0,Employed,28000,28000,MUSIC
68,Male,0,NotInLaborForce,0,9800,CRIMINOLOGY
68,Female,0,NotInLaborForce,0,40200,COMMERCIAL ART AND GRAPHIC DESIGN
56,Female,13300,Employed,13300,13300,ACCOUNTING
39,Male,180000,Employed,180000,180000,ELECTRICAL ENGINEERING
67,Female,70000,Employed,70000,70004,PHILOSOPHY AND RELIGIOUS STUDIES
38,Male,95000,Employed,95000,95000,ANTHROPOLOGY AND ARCHEOLOGY
80,Male,0,NotInLaborForce,0,22000,COMMERCIAL ART AND GRAPHIC DESIGN
44,Male,60000,Employed,60000,60000,GENERAL ENGINEERING
56,Male,72000,Employed,72000,72000,COSMETOLOGY SERVICES AND CULINARY ARTS
37,Male,100000,Employed,100000,100000,ELECTRICAL ENGINEERING
48,Female,0,UnEmployed,0,0,COMMUNITY AND PUBLIC HEALTH
67,Male,64000,Employed,413000,413000,BUSINESS MANAGEMENT AND ADMINISTRATION
36,Female,110000,Employed,110000,115000,NURSING
40,Female,0,NotInLaborForce,0,0,MULTI-DISCIPLINARY OR GENERAL SCIENCE
34,Female,0,NotInLaborForce,0,0,HISTORY
26,Female,34000,Employed,34000,34000,INTERCULTURAL AND INTERNATIONAL STUDIES
68,Male,0,NotInLaborForce,0,0,GENERAL BUSINESS
63,Male,70000,Employed,90000,110000,PHILOSOPHY AND RELIGIOUS STUDIES
50,Female,0,NotInLaborForce,0,39210,POLITICAL SCIENCE AND GOVERNMENT
28,Male,86000,Employed,86000,86000,FINE ARTS
63,Female,92000,Employed,86200,86490,ACCOUNTING
69,Male,0,NotInLaborForce,0,43310,JOURNALISM
44,Female,102000,Employed,102000,102500,NURSING
70,Female,0,NotInLaborForce,0,28900,TREATMENT THERAPY PROFESSIONS
44,Male,240000,Employed,365000,365000,COMPUTER SCIENCE
94,Female,0,NotInLaborForce,0,15000,ACCOUNTING
48,Male,0,NotInLaborForce,0,0,NURSING
51,Female,1800,Employed,1800,11800,INDUSTRIAL AND MANUFACTURING ENGINEERING
42,Female,30000,Employed,30000,30000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
37,Male,125000,Employed,145000,145000,MUSIC
33,Male,130000,Employed,130000,130000,COMPUTER SCIENCE
48,Female,75000,Employed,75000,75000,ELEMENTARY EDUCATION
36,Male,160000,Employed,160000,160000,ENGINEERING MECHANICS PHYSICS AND SCIENCE
27,Female,65000,Employed,65000,65000,ENGLISH LANGUAGE AND LITERATURE
65,Male,95000,Employed,95000,95000,GENERAL BUSINESS
54,Female,50000,Employed,50000,50000,FAMILY AND CONSUMER SCIENCES
26,Female,27000,Employed,27000,27000,FINE ARTS
74,Female,2100,Employed,2100,2100,GENERAL AGRICULTURE
60,Female,62000,NotInLaborForce,62000,90600,ELEMENTARY EDUCATION
49,Male,10400,Employed,10400,10400,MECHANICAL ENGINEERING
71,Male,120000,Employed,120000,158400,COMPUTER SCIENCE
57,Male,46000,Employed,46000,46000,GENERAL BUSINESS
28,Male,45000,Employed,45000,45150,POLITICAL SCIENCE AND GOVERNMENT
33,Male,80000,Employed,80000,80000,COMMERCIAL ART AND GRAPHIC DESIGN
71,Male,0,NotInLaborForce,0,8000,HUMAN SERVICES AND COMMUNITY ORGANIZATION
33,Female,0,Employed,139000,139000,GENERAL EDUCATION
62,Male,84000,Employed,84000,84000,MULTI-DISCIPLINARY OR GENERAL SCIENCE
48,Male,119000,Employed,119000,119000,FINANCE
38,Female,9600,Employed,9600,21600,FAMILY AND CONSUMER SCIENCES
34,Female,0,NotInLaborForce,0,0,APPLIED MATHEMATICS
53,Female,40000,Employed,40000,40000,MEDICAL TECHNOLOGIES TECHNICIANS
63,Female,61000,Employed,61000,87000,ENGLISH LANGUAGE AND LITERATURE
66,Male,0,NotInLaborForce,0,20630,ELECTRICAL ENGINEERING
34,Female,160000,Employed,160000,160000,JOURNALISM
52,Male,24000,Employed,34000,74000,FINANCE
26,Male,31000,Employed,31000,31000,MICROBIOLOGY
47,Male,72000,Employed,66200,71200,HISTORY
35,Male,75000,Employed,75000,75000,COMMERCIAL ART AND GRAPHIC DESIGN
55,Female,0,NotInLaborForce,0,0,COMMERCIAL ART AND GRAPHIC DESIGN
58,Male,60000,Employed,60000,60000,COMMUNICATIONS
30,Male,0,NotInLaborForce,0,0,BIOLOGY
73,Male,0,NotInLaborForce,0,83100,UNITED STATES HISTORY
28,Female,11000,NotInLaborForce,11000,11000,ECONOMICS
28,Female,72000,Employed,72000,72000,TRANSPORTATION SCIENCES AND TECHNOLOGIES
46,Male,60000,Employed,60000,60000,HISTORY
49,Female,70000,Employed,70000,70000,ENGLISH LANGUAGE AND LITERATURE
57,Female,17800,Employed,17800,23200,PSYCHOLOGY
32,Female,55000,Employed,55000,55000,MUSIC
60,Male,100000,Employed,100000,100000,ELECTRICAL ENGINEERING
28,Female,8000,Employed,8000,8000,ENGLISH LANGUAGE AND LITERATURE
29,Male,85000,NotInLaborForce,85000,86000,GENERAL BUSINESS
36,Female,13000,Employed,13000,13000,COMMUNICATIONS
60,Male,53000,Employed,53000,54800,LIBERAL ARTS
69,Male,9600,Employed,9600,60600,COMMERCIAL ART AND GRAPHIC DESIGN
38,Female,40000,Employed,40000,40000,BUSINESS ECONOMICS
68,Female,0,NotInLaborForce,0,10900,ACCOUNTING
61,Female,76000,Employed,76000,101000,ELEMENTARY EDUCATION
41,Male,10800,Employed,10800,10800,MECHANICAL ENGINEERING
39,Female,80000,Employed,80000,80000,BIOCHEMICAL SCIENCES
39,Female,92000,Employed,92000,92000,ACCOUNTING
25,Male,27400,Employed,27400,27400,FINANCE
46,Female,40000,Employed,40000,40000,GENERAL EDUCATION
32,Female,30000,Employed,30000,30000,ENGLISH LANGUAGE AND LITERATURE
38,Male,31000,Employed,31000,31000,MECHANICAL ENGINEERING
52,Male,107000,Employed,107000,107250,MISCELLANEOUS EDUCATION
28,Male,15000,Employed,15000,15000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
66,Female,35900,Employed,35900,39600,MATHEMATICS TEACHER EDUCATION
40,Female,30000,Employed,30000,30000,ACCOUNTING
33,Male,82000,Employed,82000,82000,ELECTRICAL ENGINEERING
72,Female,70000,Employed,70000,92000,PSYCHOLOGY
65,Female,0,NotInLaborForce,0,98000,NURSING
66,Female,0,NotInLaborForce,580,580,FINE ARTS
61,Female,90000,Employed,90000,90000,GENERAL BUSINESS
61,Female,100000,Employed,100000,101000,BUSINESS MANAGEMENT AND ADMINISTRATION
33,Male,90000,Employed,90000,90030,MASS MEDIA
44,Female,60000,Employed,60000,60100,COMMUNICATIONS
26,Male,30000,Employed,30000,30000,BIOCHEMICAL SCIENCES
23,Female,0,NotInLaborForce,0,0,PSYCHOLOGY
58,Male,75000,Employed,75000,75000,COMPUTER SCIENCE
30,Female,38000,Employed,38000,38000,BIOLOGY
44,Female,120000,Employed,120000,120000,NURSING
86,Female,0,NotInLaborForce,0,0,COMMERCIAL ART AND GRAPHIC DESIGN
68,Male,0,NotInLaborForce,0,110400,CRIMINAL JUSTICE AND FIRE PROTECTION
41,Male,20800,Employed,20800,20800,ECONOMICS
51,Female,160000,Employed,160000,171000,ELECTRICAL ENGINEERING
66,Male,0,Employed,5000,23000,FINANCE
59,Female,0,NotInLaborForce,0,0,LIBERAL ARTS
72,Male,0,NotInLaborForce,0,2800,COMMUNICATIONS
32,Male,0,UnEmployed,0,6500,GENERAL BUSINESS
62,Male,0,UnEmployed,0,13000,HUMAN RESOURCES AND PERSONNEL MANAGEMENT
68,Male,22000,Employed,40000,43600,ELEMENTARY EDUCATION
51,Male,170000,Employed,170000,175000,ECONOMICS
26,Male,112000,Employed,112000,112000,COMPUTER SCIENCE
49,Female,74000,Employed,74000,74000,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES
40,Female,40000,Employed,40000,40100,FINE ARTS
53,Male,93000,Employed,93000,93001,BUSINESS MANAGEMENT AND ADMINISTRATION
49,Female,50000,Employed,50000,50000,TREATMENT THERAPY PROFESSIONS
41,Male,80000,Employed,80000,80000,AEROSPACE ENGINEERING
47,Female,24000,Employed,24000,24000,POLITICAL SCIENCE AND GOVERNMENT
55,Female,60000,Employed,60000,60020,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES
38,Male,249000,Employed,249004,249004,FINE ARTS
35,Female,50000,Employed,50000,50000,ENGLISH LANGUAGE AND LITERATURE
41,Female,7000,Employed,7000,7000,MUSIC
43,Male,118000,Employed,118000,118000,CRIMINOLOGY
73,Female,0,NotInLaborForce,0,49000,ELEMENTARY EDUCATION
51,Female,75000,Employed,75000,75001,POLITICAL SCIENCE AND GOVERNMENT
34,Male,17000,Employed,17000,17000,COMMERCIAL ART AND GRAPHIC DESIGN
65,Male,45000,Employed,60000,68500,MECHANICAL ENGINEERING
68,Female,21800,NotInLaborForce,21800,174200,BIOLOGY
85,Female,0,NotInLaborForce,0,96300,ECONOMICS
54,Male,24600,Employed,41400,41400,ACCOUNTING
82,Male,0,NotInLaborForce,0,19800,GENERAL BUSINESS
46,Male,80000,Employed,80000,74600,GENERAL ENGINEERING
51,Female,88000,Employed,88000,88000,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
49,Male,33000,Employed,33000,33000,ECONOMICS
54,Female,40000,Employed,40000,40000,GENERAL BUSINESS
68,Female,6000,Employed,6000,98000,NURSING
53,Male,5000,Employed,5000,5000,COMPUTER SCIENCE
45,Male,55000,Employed,55000,55000,BUSINESS MANAGEMENT AND ADMINISTRATION
64,Female,504000,Employed,504000,504000,GENERAL BUSINESS
33,Female,28000,Employed,30300,30300,SOCIOLOGY
61,Female,15600,Employed,15600,15600,NURSING
57,Male,0,NotInLaborForce,0,73500,ENGINEERING MECHANICS PHYSICS AND SCIENCE
26,Male,20000,Employed,20000,20000,BUSINESS MANAGEMENT AND ADMINISTRATION
40,Female,27600,Employed,27600,30400,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS
63,Female,24000,Employed,24000,24000,ACCOUNTING
74,Male,0,NotInLaborForce,0,124000,BUSINESS MANAGEMENT AND ADMINISTRATION
29,Female,65000,Employed,65000,65000,COMMERCIAL ART AND GRAPHIC DESIGN
51,Female,39000,Employed,39000,39000,GENERAL BUSINESS
88,Male,0,NotInLaborForce,0,350800,PSYCHOLOGY
68,Male,0,NotInLaborForce,0,0,BUSINESS MANAGEMENT AND ADMINISTRATION
67,Female,0,NotInLaborForce,0,21360,GENERAL SOCIAL SCIENCES
47,Male,143000,Employed,143000,143000,COMPUTER ENGINEERING
30,Female,37000,Employed,37000,51000,BUSINESS MANAGEMENT AND ADMINISTRATION
65,Female,0,NotInLaborForce,0,25000,HISTORY
63,Female,52000,Employed,52000,52000,ACCOUNTING
26,Male,105000,Employed,105000,105200,NUCLEAR ENGINEERING
47,Male,115000,Employed,115000,133000,NURSING
28,Female,60000,Employed,60000,60000,PSYCHOLOGY
68,Male,0,NotInLaborForce,0,19800,MUSIC
55,Female,29000,Employed,29000,30400,ACCOUNTING
47,Female,8000,Employed,8000,8000,ENGLISH LANGUAGE AND LITERATURE
62,Male,2500,Employed,5000,97000,BIOLOGY
61,Female,0,NotInLaborForce,0,25300,DRAMA AND THEATER ARTS
56,Female,0,NotInLaborForce,0,0,GENERAL BUSINESS
36,Female,47000,Employed,47000,47000,ANTHROPOLOGY AND ARCHEOLOGY
55,Female,70000,Employed,73000,73000,MARKETING AND MARKETING RESEARCH
39,Female,0,NotInLaborForce,0,0,CHEMISTRY
27,Female,59000,Employed,59000,59000,NURSING
23,Female,70000,Employed,70000,70000,CIVIL ENGINEERING
30,Female,504000,Employed,504000,504000,BUSINESS MANAGEMENT AND ADMINISTRATION
55,Female,33000,Employed,33000,63000,EARLY CHILDHOOD EDUCATION
67,Female,0,NotInLaborForce,0,0,CHEMISTRY
42,Female,0,NotInLaborForce,0,0,BIOLOGY
52,Female,140000,Employed,140000,140000,GENERAL SOCIAL SCIENCES
59,Female,0,NotInLaborForce,0,0,ELEMENTARY EDUCATION
23,Female,50000,Employed,50000,50000,MARKETING AND MARKETING RESEARCH
57,Male,50000,Employed,50000,50000,BUSINESS MANAGEMENT AND ADMINISTRATION
54,Female,12000,Employed,12000,12000,MULTI-DISCIPLINARY OR GENERAL SCIENCE
39,Female,0,Employed,90000,90050,JOURNALISM
53,Male,504000,Employed,504000,504000,ECONOMICS
85,Male,0,NotInLaborForce,0,7800,GENERAL ENGINEERING
59,Male,84000,Employed,84000,93000,PUBLIC ADMINISTRATION
44,Male,0,Employed,120000,120000,BUSINESS MANAGEMENT AND ADMINISTRATION
66,Female,0,NotInLaborForce,0,44300,PUBLIC ADMINISTRATION
51,Female,36000,Employed,36000,36000,ACCOUNTING
24,Female,105000,UnEmployed,105000,105000,BUSINESS MANAGEMENT AND ADMINISTRATION
63,Male,90000,Employed,90000,110000,PHYSICAL AND HEALTH EDUCATION TEACHING
38,Male,100000,Employed,100000,105000,GENERAL BUSINESS
43,Female,80000,Employed,80000,80000,POLITICAL SCIENCE AND GOVERNMENT
29,Male,110000,Employed,110000,110000,HISTORY
52,Female,0,NotInLaborForce,0,0,GENERAL EDUCATION
71,Male,0,NotInLaborForce,0,192204,BUSINESS MANAGEMENT AND ADMINISTRATION
67,Female,0,NotInLaborForce,0,77300,GENERAL EDUCATION
25,Male,30000,UnEmployed,30000,30000,COMPUTER ENGINEERING
31,Female,96000,Employed,96000,96000,COMPUTER SCIENCE
54,Female,40000,Employed,40000,40000,CRIMINAL JUSTICE AND FIRE PROTECTION
28,Male,4000,UnEmployed,4000,4000,BIOMEDICAL ENGINEERING
56,Female,52000,Employed,52000,52000,MISCELLANEOUS EDUCATION
21,Female,30000,Employed,30000,30000,PSYCHOLOGY
29,Female,4400,Employed,4400,4460,LIBERAL ARTS
26,Male,70000,Employed,70000,70000,ECONOMICS
52,Male,150000,Employed,150000,150000,MARKETING AND MARKETING RESEARCH
34,Female,2000,NotInLaborForce,2000,2000,PUBLIC ADMINISTRATION
23,Female,290,Employed,290,290,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
31,Female,115000,Employed,115000,115000,ANTHROPOLOGY AND ARCHEOLOGY
64,Female,0,NotInLaborForce,0,62150,BUSINESS MANAGEMENT AND ADMINISTRATION
50,Female,45000,Employed,45000,45000,CHEMICAL ENGINEERING
26,Male,45000,Employed,45000,45000,HISTORY
55,Male,0,Employed,120000,128000,MECHANICAL ENGINEERING
35,Female,67000,Employed,67000,68200,SOCIOLOGY
54,Female,72000,Employed,72000,72000,COMPUTER SCIENCE
36,Female,22300,Employed,22300,22300,PSYCHOLOGY
31,Female,12000,Employed,12000,15000,HUMAN SERVICES AND COMMUNITY ORGANIZATION
37,Male,75000,Employed,75000,85000,GENERAL BUSINESS
39,Male,120000,Employed,120000,120000,DRAMA AND THEATER ARTS
49,Male,13000,Employed,13000,13000,INTERNATIONAL BUSINESS
57,Female,63000,Employed,63000,63000,SOCIOLOGY
47,Male,40000,Employed,40000,40000,COMPUTER SCIENCE
32,Male,25000,Employed,25000,25000,ENGLISH LANGUAGE AND LITERATURE
32,Male,75000,Employed,75000,75000,POLITICAL SCIENCE AND GOVERNMENT
39,Female,177000,Employed,177000,213300,ENGLISH LANGUAGE AND LITERATURE
25,Female,90000,Employed,90000,90000,NURSING
44,Female,47000,Employed,47000,47000,LIBERAL ARTS
35,Male,130000,Employed,130000,130000,BUSINESS ECONOMICS
63,Female,75000,Employed,75000,75000,NURSING
59,Male,49600,Employed,49600,49600,PHYSICAL AND HEALTH EDUCATION TEACHING
59,Female,0,NotInLaborForce,0,2800,GENERAL EDUCATION
64,Male,0,NotInLaborForce,0,30000,BUSINESS MANAGEMENT AND ADMINISTRATION
58,Female,70000,Employed,70000,71700,ENGLISH LANGUAGE AND LITERATURE
74,Male,0,NotInLaborForce,0,14400,GENERAL SOCIAL SCIENCES
33,Male,110000,Employed,110000,418000,COMMERCIAL ART AND GRAPHIC DESIGN
28,Female,12000,Employed,12000,18700,PSYCHOLOGY
53,Female,155000,Employed,155000,155000,COMMERCIAL ART AND GRAPHIC DESIGN
69,Female,0,NotInLaborForce,0,308000,ENGLISH LANGUAGE AND LITERATURE
36,Male,65000,Employed,65000,65000,MASS MEDIA
26,Female,55000,Employed,55000,55000,FINE ARTS
58,Female,60000,Employed,60000,60000,NURSING
37,Male,41200,Employed,41200,41200,GENERAL BUSINESS
57,Male,160000,Employed,160000,160000,ELECTRICAL ENGINEERING
30,Female,93000,Employed,93000,93500,CHEMICAL ENGINEERING
32,Female,125000,Employed,125000,125000,SOCIOLOGY
48,Female,0,Employed,28500,28600,HISTORY
94,Female,0,NotInLaborForce,0,19800,ENGLISH LANGUAGE AND LITERATURE
32,Male,11400,Employed,14200,14200,BUSINESS ECONOMICS
31,Female,7000,Employed,7000,7000,COMMUNICATION DISORDERS SCIENCES AND SERVICES
71,Female,0,NotInLaborForce,0,19000,CRIMINAL JUSTICE AND FIRE PROTECTION
32,Female,0,Employed,100000,100000,DRAMA AND THEATER ARTS
56,Female,40000,Employed,40000,40000,ECONOMICS
55,Male,65000,Employed,65000,65000,AREA ETHNIC AND CIVILIZATION STUDIES
32,Female,80000,Employed,80000,80000,PSYCHOLOGY
32,Male,80000,Employed,80000,80100,ECONOMICS
44,Female,0,Employed,4000,4000,ENGLISH LANGUAGE AND LITERATURE
30,Female,50000,Employed,50000,50000,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
32,Male,70000,Employed,70000,70000,COMPUTER AND INFORMATION SYSTEMS
39,Female,64000,Employed,64000,64000,ACCOUNTING
58,Female,0,NotInLaborForce,0,0,FAMILY AND CONSUMER SCIENCES
49,Male,24000,Employed,24000,24000,POLITICAL SCIENCE AND GOVERNMENT
63,Female,43500,Employed,43500,55500,COMMUNICATION DISORDERS SCIENCES AND SERVICES
51,Male,195000,Employed,195000,195000,FILM VIDEO AND PHOTOGRAPHIC ARTS
29,Male,49200,Employed,49200,49200,ECONOMICS
66,Male,200000,Employed,194200,194200,COMMUNICATIONS
29,Male,125000,Employed,125000,125000,MECHANICAL ENGINEERING
25,Female,0,Employed,18000,18000,DRAMA AND THEATER ARTS
53,Female,20000,Employed,20000,20000,DRAMA AND THEATER ARTS
57,Male,0,NotInLaborForce,0,74000,CRIMINAL JUSTICE AND FIRE PROTECTION
33,Female,80000,Employed,80000,80000,PHILOSOPHY AND RELIGIOUS STUDIES
55,Female,0,NotInLaborForce,0,0,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
51,Female,35000,Employed,35000,41000,FINANCE
61,Male,80000,Employed,83500,83500,ELECTRICAL ENGINEERING
25,Male,120000,Employed,120000,120000,COMPUTER SCIENCE
65,Male,35000,Employed,35000,35000,ELECTRICAL ENGINEERING
30,Female,50000,Employed,50000,50000,GENERAL EDUCATION
23,Male,830,Employed,830,830,CHEMISTRY
61,Male,68000,Employed,68000,68000,ACCOUNTING
47,Male,28000,Employed,32000,32000,MUSIC
44,Male,12000,Employed,12000,16200,ELECTRICAL ENGINEERING
94,Female,0,NotInLaborForce,0,41000,GENERAL EDUCATION
70,Female,0,NotInLaborForce,8000,32000,ENGLISH LANGUAGE AND LITERATURE
63,Female,0,NotInLaborForce,0,0,GENERAL EDUCATION
63,Male,105000,Employed,105000,105000,LIBERAL ARTS
34,Male,24000,Employed,24000,24000,HUMANITIES
61,Female,58000,Employed,58000,68500,PHILOSOPHY AND RELIGIOUS STUDIES
45,Female,84000,Employed,84000,84000,ANTHROPOLOGY AND ARCHEOLOGY
70,Female,36000,Employed,36000,51300,ACCOUNTING
54,Male,125000,Employed,125000,140000,ELECTRICAL ENGINEERING TECHNOLOGY
69,Male,0,NotInLaborForce,0,86000,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION
49,Male,28100,Employed,28100,28100,GENERAL EDUCATION
94,Female,0,NotInLaborForce,0,32400,ELEMENTARY EDUCATION
76,Female,0,NotInLaborForce,0,68400,MEDICAL TECHNOLOGIES TECHNICIANS
52,Male,174000,Employed,174000,174000,CIVIL ENGINEERING
40,Male,126000,Employed,126000,126000,BIOLOGY
51,Female,3600,Employed,3600,3600,ACCOUNTING
30,Male,45000,Employed,45000,45000,BUSINESS MANAGEMENT AND ADMINISTRATION
