AGEP,SEX,WAGP,ESR,PERNP,PINCP,Major
70,Male,0,NotInLaborForce,0,67700,CIVIL ENGINEERING
33,Male,0,Employed,40000,40000,GENERAL BUSINESS
36,Female,70000,Employed,70000,70000,COMMERCIAL ART AND GRAPHIC DESIGN
58,Male,75000,Employed,75000,75000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
59,Female,150000,Employed,150000,150000,FAMILY AND CONSUMER SCIENCES
40,Male,60000,UnEmployed,60000,69000,ELECTRICAL ENGINEERING
82,Male,0,NotInLaborForce,0,7500,GENERAL ENGINEERING
78,Male,0,NotInLaborForce,0,16900,BUSINESS MANAGEMENT AND ADMINISTRATION
54,Male,32000,Employed,32000,32000,GENERAL BUSINESS
32,Female,50000,Employed,65000,65000,CRIMINAL JUSTICE AND FIRE PROTECTION
40,Male,33000,Employed,33000,33500,ARCHITECTURE
36,Male,87000,Employed,87000,87000,PUBLIC ADMINISTRATION
40,Male,52000,Employed,52000,52000,BUSINESS MANAGEMENT AND ADMINISTRATION
67,Male,0,NotInLaborForce,0,164400,POLITICAL SCIENCE AND GOVERNMENT
43,Male,30000,Employed,30000,30000,FINE ARTS
67,Male,0,NotInLaborForce,0,24200,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION
76,Male,0,NotInLaborForce,0,24700,GENERAL BUSINESS
63,Female,0,NotInLaborForce,0,2400,PSYCHOLOGY
55,Female,60000,Employed,60000,60000,CIVIL ENGINEERING
59,Female,170000,Employed,170000,170000,BUSINESS MANAGEMENT AND ADMINISTRATION
40,Female,82000,Employed,82000,82000,BUSINESS MANAGEMENT AND ADMINISTRATION
59,Female,25000,Employed,25000,25000,GENERAL BUSINESS
23,Male,30000,Employed,30000,30000,COMPUTER SCIENCE
80,Male,0,NotInLaborForce,0,24300,ARCHITECTURAL ENGINEERING
60,Female,0,NotInLaborForce,0,24400,BUSINESS MANAGEMENT AND ADMINISTRATION
41,Male,504000,Employed,504000,504000,BIOLOGY
35,Female,108000,Employed,108000,108000,PSYCHOLOGY
33,Male,31100,Employed,31100,31100,MECHANICAL ENGINEERING
23,Female,0,NotInLaborForce,0,500,PSYCHOLOGY
37,Male,75000,Employed,75000,75000,MULTI-DISCIPLINARY OR GENERAL SCIENCE
35,Male,38000,Employed,38000,38000,BUSINESS ECONOMICS
55,Male,4000,NotInLaborForce,7000,14200,MECHANICAL ENGINEERING
73,Female,0,NotInLaborForce,0,10900,FINE ARTS
52,Male,52000,Employed,52000,52000,MATHEMATICS
26,Male,33000,Employed,33050,33550,COMMUNICATIONS
64,Female,0,NotInLaborForce,0,10000,ENGLISH LANGUAGE AND LITERATURE
69,Female,0,Employed,1600,67500,ACCOUNTING
28,Female,45000,Employed,45000,45000,SOCIOLOGY
58,Male,197000,Employed,197000,197000,NURSING
54,Female,80000,Employed,80000,83000,MATHEMATICS TEACHER EDUCATION
42,Female,85000,Employed,85000,85000,MUSIC
46,Male,120000,Employed,120000,122900,BUSINESS MANAGEMENT AND ADMINISTRATION
53,Male,36000,Employed,36000,36000,BUSINESS MANAGEMENT AND ADMINISTRATION
23,Male,6000,Employed,6000,6000,PSYCHOLOGY
34,Male,109000,Employed,109000,109000,PLANT SCIENCE AND AGRONOMY
63,Female,0,NotInLaborForce,0,5600,GENERAL EDUCATION
30,Female,124000,Employed,124000,124000,NURSING
60,Male,504000,Employed,504000,504100,POLITICAL SCIENCE AND GOVERNMENT
67,Male,0,NotInLaborForce,0,72800,GENERAL MEDICAL AND HEALTH SERVICES
50,Male,0,UnEmployed,0,1150,MARKETING AND MARKETING RESEARCH
67,Female,46000,Employed,46000,46000,ACCOUNTING
46,Female,400,UnEmployed,400,18400,MECHANICAL ENGINEERING
51,Male,120000,Employed,120000,120000,GEOGRAPHY
49,Male,90000,Employed,90000,90000,JOURNALISM
58,Male,8400,Employed,8400,8400,MATHEMATICS
65,Male,0,NotInLaborForce,0,0,MUSIC
59,Male,504000,Employed,504000,504000,GENERAL ENGINEERING
75,Male,0,NotInLaborForce,0,14000,BUSINESS MANAGEMENT AND ADMINISTRATION
83,Male,0,NotInLaborForce,0,25000,CIVIL ENGINEERING
74,Male,0,NotInLaborForce,0,46100,FINE ARTS
55,Female,0,NotInLaborForce,0,0,GENERAL BUSINESS
39,Female,0,NotInLaborForce,0,0,ELEMENTARY EDUCATION
57,Female,150000,Employed,150000,173800,BUSINESS MANAGEMENT AND ADMINISTRATION
60,Female,57000,Employed,57000,57000,MISCELLANEOUS EDUCATION
94,Female,0,NotInLaborForce,0,30000,NURSING
25,Male,105000,Employed,105000,105000,BUSINESS MANAGEMENT AND ADMINISTRATION
41,Male,52000,Employed,52000,52000,ANTHROPOLOGY AND ARCHEOLOGY
35,Male,80000,Employed,80000,80000,COMPUTER AND INFORMATION SYSTEMS
26,Male,36000,Employed,36000,36000,LIBERAL ARTS
61,Female,0,NotInLaborForce,0,18000,GENERAL EDUCATION
39,Female,30000,Employed,30000,30000,NURSING
36,Female,225000,Employed,225000,225000,SOCIOLOGY
40,Female,60000,Employed,60000,60000,PSYCHOLOGY
47,Female,15000,NotInLaborForce,15000,29000,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
28,Male,15000,NotInLaborForce,15000,15000,BIOLOGY
87,Female,0,NotInLaborForce,0,24600,FINE ARTS
45,Male,0,NotInLaborForce,0,0,MULTI-DISCIPLINARY OR GENERAL SCIENCE
25,Female,10000,Employed,10000,10000,BUSINESS MANAGEMENT AND ADMINISTRATION
49,Male,84000,Employed,84000,84000,GENERAL EDUCATION
31,Male,75000,Employed,75000,75000,ART AND MUSIC EDUCATION
39,Female,0,NotInLaborForce,0,50,ACCOUNTING
24,Male,0,UnEmployed,0,0,GENERAL BUSINESS
45,Male,504000,Employed,504000,498600,BUSINESS MANAGEMENT AND ADMINISTRATION
51,Male,210000,Employed,210000,210000,HOSPITALITY MANAGEMENT
58,Female,67000,Employed,67000,67000,SOCIOLOGY
28,Female,25000,Employed,25000,25000,BIOMEDICAL ENGINEERING
40,Male,130000,Employed,130000,130000,TRANSPORTATION SCIENCES AND TECHNOLOGIES
70,Male,0,NotInLaborForce,0,56300,BIOLOGY
32,Male,64000,Employed,64000,64000,COMMUNICATIONS
84,Male,0,NotInLaborForce,0,18000,GENERAL EDUCATION
75,Female,0,NotInLaborForce,0,66000,HISTORY
55,Female,80000,Employed,80000,80000,LIBERAL ARTS
28,Female,43200,Employed,43200,43200,GENERAL EDUCATION
36,Female,0,NotInLaborForce,0,0,MARKETING AND MARKETING RESEARCH
52,Female,58000,Employed,58000,58000,ACCOUNTING
45,Female,2000,NotInLaborForce,2000,2000,AGRICULTURAL ECONOMICS
31,Male,75000,Employed,75000,75100,MECHANICAL ENGINEERING
54,Male,0,Employed,68000,68000,ACCOUNTING
52,Male,155000,Employed,155000,155000,GENERAL BUSINESS
29,Male,75000,Employed,75000,75000,MECHANICAL ENGINEERING
45,Female,0,Employed,29000,29000,ARCHITECTURE
24,Male,37500,Employed,37500,37500,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
34,Male,3000,UnEmployed,3000,3000,GEOGRAPHY
48,Male,150000,Employed,150000,150000,BUSINESS MANAGEMENT AND ADMINISTRATION
61,Male,0,NotInLaborForce,0,42900,PSYCHOLOGY
60,Male,120000,Employed,120000,129000,BUSINESS MANAGEMENT AND ADMINISTRATION
32,Female,0,NotInLaborForce,0,0,BUSINESS MANAGEMENT AND ADMINISTRATION
65,Female,10000,Employed,10000,18000,NURSING
31,Female,0,UnEmployed,0,16100,BUSINESS MANAGEMENT AND ADMINISTRATION
49,Female,0,NotInLaborForce,0,0,JOURNALISM
30,Female,48400,Employed,48400,48400,ENGLISH LANGUAGE AND LITERATURE
41,Male,25000,Employed,25000,25000,BUSINESS MANAGEMENT AND ADMINISTRATION
29,Male,73000,Employed,73000,73000,FINE ARTS
38,Male,95000,Employed,95000,95000,FINANCE
73,Male,100000,Employed,100000,155800,BUSINESS MANAGEMENT AND ADMINISTRATION
25,Male,52000,Employed,52000,52000,GENERAL BUSINESS
19,Male,12000,Employed,12000,12010,ECONOMICS
31,Female,0,NotInLaborForce,0,0,FILM VIDEO AND PHOTOGRAPHIC ARTS
36,Male,0,NotInLaborForce,0,0,ACCOUNTING
61,Female,10900,Employed,10900,10900,BUSINESS MANAGEMENT AND ADMINISTRATION
26,Female,57000,Employed,57000,57000,MICROBIOLOGY
46,Female,0,NotInLaborForce,0,0,INFORMATION SCIENCES
30,Male,55000,Employed,55000,55000,BUSINESS MANAGEMENT AND ADMINISTRATION
65,Female,0,NotInLaborForce,0,26900,BUSINESS MANAGEMENT AND ADMINISTRATION
63,Male,0,NotInLaborForce,0,30000,CIVIL ENGINEERING
66,Male,0,NotInLaborForce,0,12000,GENERAL BUSINESS
63,Male,10000,Employed,10000,10000,JOURNALISM
48,Male,200000,Employed,200000,200000,FINANCE
61,Male,250000,Employed,250000,250000,ELECTRICAL ENGINEERING
28,Female,0,NotInLaborForce,3500,3500,STUDIO ARTS
53,Male,72000,Employed,72000,72000,BIOLOGY
58,Female,29000,Employed,29000,29000,DRAMA AND THEATER ARTS
59,Female,21400,Employed,21400,21400,GENERAL EDUCATION
36,Female,87000,Employed,87000,87000,CHEMISTRY
87,Male,0,NotInLaborForce,0,62000,ACCOUNTING
23,Female,45000,Employed,45000,45000,ADVERTISING AND PUBLIC RELATIONS
66,Female,89000,Employed,89000,89000,PSYCHOLOGY
30,Male,74000,Employed,74000,74000,COMPUTER SCIENCE
22,Female,610,NotInLaborForce,610,610,MATHEMATICS
67,Male,0,NotInLaborForce,0,0,STUDIO ARTS
85,Female,0,NotInLaborForce,0,154000,ECONOMICS
31,Male,0,NotInLaborForce,0,0,PSYCHOLOGY
67,Female,0,NotInLaborForce,0,0,COMMERCIAL ART AND GRAPHIC DESIGN
50,Male,0,Employed,349000,353500,BUSINESS MANAGEMENT AND ADMINISTRATION
53,Male,108000,Employed,108000,108000,ELECTRICAL ENGINEERING
29,Male,55000,Employed,55000,55000,COMPUTER SCIENCE
31,Male,85000,Employed,85000,85000,SOCIOLOGY
59,Female,34000,Employed,34000,34000,NURSING
36,Male,112000,Employed,112000,128000,NATURAL RESOURCES MANAGEMENT
32,Female,0,NotInLaborForce,0,0,LIBERAL ARTS
34,Female,2500,NotInLaborForce,2500,4000,ANIMAL SCIENCES
61,Male,90000,Employed,90000,90200,MULTI-DISCIPLINARY OR GENERAL SCIENCE
62,Male,5000,NotInLaborForce,5000,60000,PHYSICAL AND HEALTH EDUCATION TEACHING
45,Female,99000,Employed,99000,103000,GENERAL BUSINESS
47,Female,0,Employed,90000,95000,LIBERAL ARTS
40,Male,52000,Employed,52000,52000,CRIMINAL JUSTICE AND FIRE PROTECTION
29,Female,60000,Employed,60000,60000,GEOGRAPHY
39,Female,35000,NotInLaborForce,35000,35000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
28,Female,48000,Employed,48000,48000,ENGLISH LANGUAGE AND LITERATURE
61,Female,0,Employed,2500,2500,PHYSICAL AND HEALTH EDUCATION TEACHING
31,Male,0,NotInLaborForce,0,0,MECHANICAL ENGINEERING
60,Male,204000,Employed,204000,204100,CHEMICAL ENGINEERING
62,Male,50000,Employed,50000,50000,FORESTRY
22,Female,1100,UnEmployed,1100,1100,ACCOUNTING
26,Male,21000,Employed,21000,21000,BUSINESS MANAGEMENT AND ADMINISTRATION
36,Female,36600,NotInLaborForce,36600,36600,ANIMAL SCIENCES
53,Female,128000,Employed,128000,128000,MECHANICAL ENGINEERING
27,Female,15000,Employed,15000,15000,BIOLOGY
39,Female,42000,Employed,42000,42000,COMMUNICATION DISORDERS SCIENCES AND SERVICES
41,Female,80000,Employed,80000,92000,BUSINESS MANAGEMENT AND ADMINISTRATION
41,Female,150000,Employed,150000,150000,BIOLOGY
61,Male,120000,Employed,120000,150000,NURSING
69,Male,0,NotInLaborForce,0,64800,NURSING
34,Female,0,NotInLaborForce,0,0,NURSING
70,Male,0,NotInLaborForce,0,2400,HISTORY
24,Female,17400,Employed,17400,17400,MARKETING AND MARKETING RESEARCH
72,Female,0,NotInLaborForce,0,49400,ENGLISH LANGUAGE AND LITERATURE
56,Female,10000,Employed,10000,10000,MARKETING AND MARKETING RESEARCH
52,Male,200000,Employed,200000,200000,FILM VIDEO AND PHOTOGRAPHIC ARTS
47,Male,26000,Employed,26000,26000,MEDICAL TECHNOLOGIES TECHNICIANS
44,Male,150000,Employed,150000,150000,ECONOMICS
39,Male,200000,Employed,200000,200000,ENGLISH LANGUAGE AND LITERATURE
27,Male,40000,Employed,40000,40000,BUSINESS MANAGEMENT AND ADMINISTRATION
45,Male,72000,Employed,72000,72000,ARCHITECTURE
70,Female,0,NotInLaborForce,0,68000,HISTORY
23,Female,12000,Employed,12000,12000,GENERAL BUSINESS
34,Male,4300,Employed,4300,10600,DRAMA AND THEATER ARTS
83,Male,0,NotInLaborForce,0,36300,ELECTRICAL ENGINEERING
59,Male,114000,Employed,114000,127300,BUSINESS MANAGEMENT AND ADMINISTRATION
64,Male,141000,Employed,141000,141770,ELEMENTARY EDUCATION
62,Male,85000,Employed,85000,95000,ELECTRICAL ENGINEERING
46,Female,0,NotInLaborForce,0,15000,JOURNALISM
37,Female,70000,Employed,70000,70000,FAMILY AND CONSUMER SCIENCES
51,Female,50000,Employed,50000,50000,LIBERAL ARTS
77,Female,0,NotInLaborForce,0,60100,NURSING
42,Female,0,NotInLaborForce,0,0,TREATMENT THERAPY PROFESSIONS
31,Male,58000,Employed,58000,58000,DRAMA AND THEATER ARTS
53,Female,28000,Employed,28000,28000,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION
54,Male,0,NotInLaborForce,0,0,THEOLOGY AND RELIGIOUS VOCATIONS
41,Female,87000,Employed,87330,87330,POLITICAL SCIENCE AND GOVERNMENT
76,Male,0,NotInLaborForce,0,115200,GENERAL BUSINESS
76,Female,0,NotInLaborForce,0,22000,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
52,Female,60000,Employed,60000,60000,ACCOUNTING
38,Female,0,NotInLaborForce,0,0,BIOLOGY
24,Male,110000,Employed,110000,110000,COMPUTER SCIENCE
40,Female,84000,Employed,84000,84000,PSYCHOLOGY
35,Female,2500,Employed,2500,2500,COMMUNICATIONS
65,Female,0,NotInLaborForce,0,15200,FINE ARTS
83,Male,0,NotInLaborForce,0,20500,SOCIOLOGY
47,Male,504000,Employed,504000,504000,SOCIOLOGY
74,Male,0,NotInLaborForce,0,28800,GENERAL BUSINESS
62,Male,26600,Employed,26600,40300,FINE ARTS
24,Female,45000,Employed,45000,45000,COMPOSITION AND RHETORIC
31,Male,60000,Employed,60000,60000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
27,Male,151000,Employed,151000,151000,COMMUNICATION TECHNOLOGIES
73,Female,0,NotInLaborForce,0,92000,GENERAL BUSINESS
31,Male,6000,UnEmployed,6000,6000,ANTHROPOLOGY AND ARCHEOLOGY
44,Female,0,NotInLaborForce,0,12000,FILM VIDEO AND PHOTOGRAPHIC ARTS
46,Female,0,Employed,23600,23610,MUSIC
45,Female,0,NotInLaborForce,0,0,BUSINESS MANAGEMENT AND ADMINISTRATION
29,Male,15000,Employed,15000,15000,FINANCE
30,Female,48000,Employed,48000,48000,ACCOUNTING
57,Female,47900,Employed,47900,47900,TREATMENT THERAPY PROFESSIONS
69,Male,78000,Employed,78000,116300,AGRICULTURE PRODUCTION AND MANAGEMENT
88,Female,0,NotInLaborForce,0,10800,MEDICAL TECHNOLOGIES TECHNICIANS
36,Male,89000,Employed,89000,89000,MARKETING AND MARKETING RESEARCH
26,Male,12000,NotInLaborForce,12000,12000,PSYCHOLOGY
51,Male,99000,Employed,99000,99000,CRIMINAL JUSTICE AND FIRE PROTECTION
36,Female,43000,Employed,43000,43000,COMPUTER ENGINEERING
50,Female,0,NotInLaborForce,0,0,GENERAL BUSINESS
22,Female,0,UnEmployed,0,11000,PHYSIOLOGY
31,Female,30000,Employed,30000,30000,DRAMA AND THEATER ARTS
34,Female,90000,Employed,90000,90000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
57,Female,0,NotInLaborForce,0,162000,LIBERAL ARTS
61,Male,0,NotInLaborForce,0,0,ARCHITECTURE
44,Male,75000,Employed,75000,75000,POLITICAL SCIENCE AND GOVERNMENT
35,Male,100000,Employed,100000,100000,ELECTRICAL ENGINEERING
32,Male,29000,Employed,29000,29000,MECHANICAL ENGINEERING
41,Female,38000,Employed,38000,44000,GENERAL BUSINESS
72,Male,0,NotInLaborForce,0,162000,MECHANICAL ENGINEERING
64,Male,92000,Employed,92000,92100,POLITICAL SCIENCE AND GOVERNMENT
76,Male,0,NotInLaborForce,0,0,BUSINESS MANAGEMENT AND ADMINISTRATION
61,Female,81000,Employed,81000,81000,FINANCE
39,Female,210000,Employed,210000,210000,COMMUNICATIONS
67,Male,4800,Employed,4800,12200,ACCOUNTING
52,Female,45000,Employed,45000,45000,SOCIAL WORK
45,Female,150000,Employed,150000,150000,LIBERAL ARTS
31,Male,38000,Employed,38000,38000,ENGLISH LANGUAGE AND LITERATURE
54,Male,150000,Employed,150000,150000,APPLIED MATHEMATICS
65,Male,0,NotInLaborForce,0,48000,THEOLOGY AND RELIGIOUS VOCATIONS
62,Female,0,NotInLaborForce,0,0,PHYSICAL AND HEALTH EDUCATION TEACHING
46,Female,0,NotInLaborForce,0,0,BIOLOGY
68,Male,0,NotInLaborForce,0,47000,ECONOMICS
87,Female,0,NotInLaborForce,0,170300,GENERAL EDUCATION
22,Female,13300,Employed,13300,13300,SOCIOLOGY
63,Female,0,NotInLaborForce,0,74000,MARKETING AND MARKETING RESEARCH
25,Male,170000,Employed,170200,170200,COMPUTER ENGINEERING
26,Male,20000,Employed,20000,20000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
63,Female,63000,Employed,63000,63000,TREATMENT THERAPY PROFESSIONS
52,Male,165000,Employed,165000,165000,MARKETING AND MARKETING RESEARCH
66,Male,0,NotInLaborForce,0,27600,PSYCHOLOGY
47,Male,504000,Employed,504000,504000,GENERAL BUSINESS
72,Male,8000,Employed,8000,9400,POLITICAL SCIENCE AND GOVERNMENT
79,Male,159000,Employed,159000,204500,PHYSICS
31,Male,53000,Employed,53000,53000,ANIMAL SCIENCES
37,Male,53000,Employed,53000,53000,FILM VIDEO AND PHOTOGRAPHIC ARTS
26,Male,0,UnEmployed,0,0,TREATMENT THERAPY PROFESSIONS
80,Male,0,NotInLaborForce,0,28800,GENERAL EDUCATION
31,Male,24000,Employed,24000,24000,GEOGRAPHY
35,Female,85000,Employed,85000,85000,ELECTRICAL ENGINEERING
25,Male,25000,Employed,25000,25000,BUSINESS MANAGEMENT AND ADMINISTRATION
57,Male,250000,Employed,250000,250000,GENERAL ENGINEERING
53,Male,40500,Employed,40500,41020,FINANCE
75,Male,0,Employed,175000,227900,GENERAL BUSINESS
53,Female,3000,Employed,3000,3000,BUSINESS ECONOMICS
39,Male,98000,Employed,98000,98000,ACCOUNTING
51,Male,50000,Employed,50000,50000,SOCIOLOGY
32,Male,120000,Employed,120000,120000,AEROSPACE ENGINEERING
29,Male,30000,Employed,30000,30000,COMPUTER NETWORKING AND TELECOMMUNICATIONS
45,Female,90000,Employed,90000,90000,COMMUNICATIONS
64,Male,174000,Employed,174000,174000,BIOLOGY
23,Male,0,NotInLaborForce,0,0,ARCHITECTURE
54,Male,38000,Employed,38000,42300,COMPUTER SCIENCE
28,Male,90000,Employed,90000,90000,BUSINESS MANAGEMENT AND ADMINISTRATION
56,Male,190000,Employed,190000,190000,GENERAL ENGINEERING
25,Male,0,NotInLaborForce,0,2500,BIOLOGY
84,Female,0,NotInLaborForce,0,11050,ELEMENTARY EDUCATION
57,Female,84000,NotInLaborForce,84000,86030,COMPOSITION AND RHETORIC
49,Male,0,Employed,10,10,GENERAL BUSINESS
54,Female,70000,Employed,70000,70200,LIBERAL ARTS
36,Male,60000,Employed,60000,60000,PHYSICAL FITNESS PARKS RECREATION AND LEISURE
28,Female,37000,Employed,37000,37000,ENGLISH LANGUAGE AND LITERATURE
27,Female,53000,Employed,53000,53000,COMMUNICATIONS
22,Female,20000,Employed,20000,20000,FILM VIDEO AND PHOTOGRAPHIC ARTS
55,Male,275000,Employed,275000,275000,JOURNALISM
66,Male,0,NotInLaborForce,0,0,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
35,Female,1500,NotInLaborForce,1500,1500,COMPUTER ENGINEERING
23,Female,3600,Employed,3600,3600,BIOLOGY
33,Male,16000,Employed,16000,16000,HISTORY
34,Female,10000,NotInLaborForce,10000,10000,BUSINESS MANAGEMENT AND ADMINISTRATION
39,Male,155000,Employed,155000,155000,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION
26,Female,42300,Employed,42300,42300,CIVIL ENGINEERING
49,Female,70000,Employed,70000,70000,SOCIAL WORK
45,Female,40000,Employed,40000,40000,LANGUAGE AND DRAMA EDUCATION
79,Male,0,NotInLaborForce,0,0,MECHANICAL ENGINEERING
23,Female,0,NotInLaborForce,0,0,BIOLOGY
64,Female,0,NotInLaborForce,0,2700,FINANCE
53,Female,1800,Employed,4800,4800,GENERAL BUSINESS
56,Female,105000,Employed,105000,105060,NURSING
73,Female,0,NotInLaborForce,0,9600,SOCIOLOGY
25,Male,70000,Employed,70000,70200,PSYCHOLOGY
26,Female,29000,Employed,29000,29000,COMMUNICATION DISORDERS SCIENCES AND SERVICES
65,Male,60000,Employed,110000,190000,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE
73,Female,0,NotInLaborForce,0,67500,PSYCHOLOGY
69,Female,0,NotInLaborForce,0,47000,BUSINESS MANAGEMENT AND ADMINISTRATION
60,Female,0,NotInLaborForce,0,15600,PSYCHOLOGY
28,Female,67000,Employed,67000,67000,ANTHROPOLOGY AND ARCHEOLOGY
46,Male,100000,Employed,100000,100000,LIBERAL ARTS
42,Female,170,NotInLaborForce,170,170,BIOLOGY
37,Male,25000,Employed,25000,25000,COMMERCIAL ART AND GRAPHIC DESIGN
86,Male,0,NotInLaborForce,0,125300,GENERAL BUSINESS
24,Female,55000,Employed,55000,55000,NATURAL RESOURCES MANAGEMENT
53,Female,0,NotInLaborForce,0,0,PRE-LAW AND LEGAL STUDIES
81,Female,0,NotInLaborForce,0,31200,GENERAL BUSINESS
46,Female,0,NotInLaborForce,0,0,ECONOMICS
90,Female,0,NotInLaborForce,0,38000,INTERNATIONAL RELATIONS
41,Female,0,NotInLaborForce,0,3500,GENERAL BUSINESS
42,Male,200000,Employed,200000,200000,ECONOMICS
28,Female,46000,Employed,46000,46000,GENERAL ENGINEERING
41,Male,50000,Employed,50000,50000,CRIMINAL JUSTICE AND FIRE PROTECTION
28,Female,36000,Employed,36000,36000,INTERNATIONAL RELATIONS
74,Male,800,NotInLaborForce,800,81940,GENERAL EDUCATION
74,Female,0,NotInLaborForce,0,100000,GENERAL BUSINESS
31,Male,185000,Employed,185000,185000,COMPUTER ENGINEERING
44,Male,40000,Employed,120000,120000,ENGLISH LANGUAGE AND LITERATURE
28,Female,50000,Employed,50000,50000,COMMERCIAL ART AND GRAPHIC DESIGN
43,Male,120000,Employed,120000,120000,ECONOMICS
76,Male,0,NotInLaborForce,0,7000,MECHANICAL ENGINEERING
69,Male,0,NotInLaborForce,0,44000,ELECTRICAL ENGINEERING
68,Female,0,NotInLaborForce,0,33900,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES
51,Female,56000,Employed,56000,56000,BUSINESS MANAGEMENT AND ADMINISTRATION
37,Male,0,Employed,349000,349000,SOCIOLOGY
32,Female,30000,Employed,30000,30000,SOCIAL WORK
69,Male,0,NotInLaborForce,0,26000,GENERAL BUSINESS
70,Female,0,NotInLaborForce,0,48001,PSYCHOLOGY
36,Male,200000,Employed,200000,200000,MASS MEDIA
31,Female,0,NotInLaborForce,0,0,INTERNATIONAL RELATIONS
57,Female,75000,Employed,75000,75000,THEOLOGY AND RELIGIOUS VOCATIONS
57,Male,130000,Employed,130000,130000,GENERAL ENGINEERING
62,Female,33500,Employed,33500,33500,ELEMENTARY EDUCATION
29,Female,70000,Employed,70000,70000,FAMILY AND CONSUMER SCIENCES
24,Female,10000,Employed,10000,10000,MARKETING AND MARKETING RESEARCH
57,Female,31400,Employed,31400,31400,CHEMICAL ENGINEERING
25,Female,0,NotInLaborForce,0,0,ECONOMICS
75,Female,0,NotInLaborForce,0,45400,THEOLOGY AND RELIGIOUS VOCATIONS
44,Female,35000,Employed,35000,35000,GENERAL EDUCATION
46,Male,160000,Employed,160000,160000,MASS MEDIA
28,Male,70000,Employed,70000,70000,COMMUNICATIONS
69,Female,72000,UnEmployed,72000,102700,SECONDARY TEACHER EDUCATION
27,Female,40000,Employed,40000,40000,BUSINESS MANAGEMENT AND ADMINISTRATION
52,Female,0,NotInLaborForce,0,0,PSYCHOLOGY
47,Female,0,Employed,9500,9500,AREA ETHNIC AND CIVILIZATION STUDIES
85,Male,0,NotInLaborForce,0,318000,GENERAL BUSINESS
60,Male,85000,Employed,85000,85000,AGRICULTURE PRODUCTION AND MANAGEMENT
48,Female,0,NotInLaborForce,0,0,ACCOUNTING
25,Female,75000,Employed,75000,75000,FILM VIDEO AND PHOTOGRAPHIC ARTS
28,Female,65000,Employed,65000,65000,COMMUNICATIONS
31,Female,4500,Employed,4500,4500,BIOLOGY
25,Female,15000,Employed,15000,21200,BIOLOGY
49,Female,82000,Employed,82000,82100,BIOLOGY
83,Male,0,NotInLaborForce,0,17700,BUSINESS MANAGEMENT AND ADMINISTRATION
35,Female,0,NotInLaborForce,2000,2000,BUSINESS MANAGEMENT AND ADMINISTRATION
62,Female,0,NotInLaborForce,0,400,GENERAL EDUCATION
50,Male,4000,Employed,4000,8600,MATHEMATICS
29,Female,0,NotInLaborForce,0,0,ACCOUNTING
65,Female,165000,NotInLaborForce,165000,165810,MEDICAL TECHNOLOGIES TECHNICIANS
75,Male,0,NotInLaborForce,0,67040,ACCOUNTING
58,Male,63000,Employed,63000,63000,BUSINESS MANAGEMENT AND ADMINISTRATION
85,Male,0,NotInLaborForce,0,27220,ELECTRICAL ENGINEERING
31,Male,32000,Employed,32000,32000,MASS MEDIA
74,Female,0,NotInLaborForce,0,70200,BUSINESS MANAGEMENT AND ADMINISTRATION
31,Male,100000,Employed,100000,100600,MATHEMATICS
83,Female,0,NotInLaborForce,0,28900,CHEMISTRY
32,Male,130000,Employed,130000,130000,ELECTRICAL ENGINEERING
90,Female,0,NotInLaborForce,0,7800,BUSINESS MANAGEMENT AND ADMINISTRATION
65,Male,0,NotInLaborForce,0,16000,BIOLOGY
34,Female,0,NotInLaborForce,0,0,POLITICAL SCIENCE AND GOVERNMENT
35,Female,75000,Employed,75000,75000,COMMUNICATIONS
59,Female,0,Employed,120000,120000,COMMERCIAL ART AND GRAPHIC DESIGN
31,Female,10800,Employed,10800,10800,MASS MEDIA
31,Male,45000,Employed,45000,45000,CRIMINAL JUSTICE AND FIRE PROTECTION
86,Female,0,NotInLaborForce,0,29600,ELEMENTARY EDUCATION
52,Female,0,Employed,53000,53000,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES
27,Male,45000,Employed,45000,45000,ELEMENTARY EDUCATION
41,Female,70000,Employed,70000,70000,SOCIOLOGY
55,Male,0,NotInLaborForce,0,0,BUSINESS MANAGEMENT AND ADMINISTRATION
34,Female,139000,Employed,139000,139040,COMPUTER ENGINEERING
40,Male,130000,Employed,130000,130000,COMPUTER ENGINEERING
80,Female,0,NotInLaborForce,0,12800,ELEMENTARY EDUCATION
62,Female,0,NotInLaborForce,0,0,LIBERAL ARTS
30,Male,110000,Employed,122000,128000,BIOLOGY
